tiktok_video_id,content_link,video_title,publish_day,publish_month,publish_year,duration,likes,shares,comments_added,views,saves,sound_used,post_type,,,,,,
tkvid_200,https:::www.tiktok.com:@thesugarcaneph:video:7231803460436512005?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Relate ka ba? Share mo naman sa comment section yan! 🥺,11,5,2023,0:00:28,37300,1261,358,248800,3108,Leonora,video,,,,,,
tkvid_201,https:::www.tiktok.com:@thesugarcaneph:video:7232105572001221893?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,mahal mo parin?,12,5,2023,0:01:44,1130,8,74,24400,69,Original Sound,video,,,,,,
tkvid_202,https:::www.tiktok.com:@thesugarcaneph:video:7232597831507397894?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora Challenge - SUGARCANE edition,13,5,2023,0:01:39,305600,4914,1217,3400000,26300,Original Sound,video,,,,,,
tkvid_203,https:::www.tiktok.com:@thesugarcaneph:video:7232986431969430789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Mahal parin kita (Winners - Singing Challenge),14,5,2023,00:04/10,2380,68,36,45500,255,Original Sound,video,,,,,,
tkvid_204,https:::www.tiktok.com:@thesugarcaneph:video:7233629317572381957?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,#duet with @Telly 💙,16,5,2023,0:00:25,10100,44,44,85200,550,Leonora,video,,,,,,
tkvid_205,https:::www.tiktok.com:@thesugarcaneph:video:7233723183524875526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,#LeonoraPamaypayChallenge - SUGARCANE Edition (Flutist),16,5,2023,0:00:24,6820,39,84,96100,436,Leonora,video,,,,,,
tkvid_206,https:::www.tiktok.com:@thesugarcaneph:video:7233989235773066501?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Oo - UDD | Garden Sessions,17,5,2023,0:01:54,813,6,24,15400,43,Original Sound,video,,,,,,
tkvid_207,https:::www.tiktok.com:@thesugarcaneph:video:7234468139298213125?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Sa pagbitaw minsan makikita ang tunay na ginhawa. Paalam, Leonora — Stream on Spotify",18,5,2023,0:00:41,3856,66,43,36200,303,"Paalam, Leonora",video,,,,,,
tkvid_208,https:::www.tiktok.com:@thesugarcaneph:video:7234491732308528389?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Excited kami! Sana kayo din! Kita kita tayo sa darating na linggo! Sharing the stage with Jikamarie and Rangel! Sama nyo na lahat! Kaibigan, kapamilya, jowa, pati ex mo (kung trip mo). See you there! 🤗🤍",18,5,2023,0:01:00,1259,12,17,22600,80,Original Sound,video,,,,,,
tkvid_209,https:::www.tiktok.com:@thesugarcaneph:video:7234729670242061574?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Winners - Singing Challenge),19,5,2023,0:02:02,238000,3564,956,1900000,27000,Original Sound,video,,,,,,
tkvid_210,https:::www.tiktok.com:@thesugarcaneph:video:7234830618180242694?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Wala na kaming maisip pang dahilan para di ka pumunta sa Mercato Centrale ngayong darating na May 21!!,19,5,2023,0:00:44,1090,4,23,20600,36,Original Sound,video,,,,,,
tkvid_211,https:::www.tiktok.com:@thesugarcaneph:video:7235208021385825542?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Keyboard Playthrough),20,5,2023,0:00:28,2666,64,63,44500,233,Leonora,video,,,,,,
tkvid_212,https:::www.tiktok.com:@thesugarcaneph:video:7235903135724653830?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,gusto mo rin ba mapanood “leonora” nang live? tara sa gigs!,22,5,2023,0:00:44,4306,45,68,43200,235,Leonora,video,,,,,,
tkvid_213,https:::www.tiktok.com:@thesugarcaneph:video:7237355936099159302?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Paruparo” live on Wish Bus! 1st ever wishclusive guesting of SUGARCANE. Watch on Wish 107.5’s Youtube channel,26,5,2023,0:00:57,4422,64,72,43700,259,Paruparo,video,,,,,,
tkvid_214,https:::www.tiktok.com:@thesugarcaneph:video:7237790926817496326?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo Challenge - SUGARCANE Edition🎙️,27,5,2023,0:02:24,1896,59,28,56000,189,Original Sound,video,,,,,,
tkvid_215,https:::www.tiktok.com:@thesugarcaneph:video:7238194211940470021?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Back when “Leonora” was just a random voice message,28,5,2023,0:01:09,6912,160,60,75200,564,Original Sound,video,,,,,,
tkvid_216,https:::www.tiktok.com:@thesugarcaneph:video:7242527918197361926?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora | Live at K-Lite 103.5,9,6,2023,00:03/51,27700,867,136,164200,2379,Leonora,video,,,,,,
tkvid_217,https:::www.tiktok.com:@thesugarcaneph:video:7242981498289163526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Leonora | Live at “We Play Here!” by Warner Music Philippines | Samsung Hall, SM Aura Watch the full performance on Youtube!",10,6,2023,0:00:22,28300,561,164,178900,2438,Original Sound,video,,,,,,
tkvid_218,https:::www.tiktok.com:@thesugarcaneph:video:7243022696836058374?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Salamat! grabe na kayo 😭,10,6,2023,0:00:46,3953,9,133,40300,193,Leonora,video,,,,,,
tkvid_219,https:::www.tiktok.com:@thesugarcaneph:video:7243309728611306758?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"wish ü were here 😞 di bale! madami pang susunod na gigs, sama ka ha?",11,6,2023,0:00:22,2007,33,37,33700,62,Original Sound,video,,,,,,
tkvid_220,https:::www.tiktok.com:@thesugarcaneph:video:7243395956320832774?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Live at Samsung Hall, SM Aura | We Play Here! by Warner Music Philippines. Watch on Youtube ❤️",11,6,2023,0:00:34,291700,10100,583,1400000,34800,Original Sound,video,,,,,,
tkvid_221,https:::www.tiktok.com:@thesugarcaneph:video:7243758755471510789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Winners - Singing Challenge),12,6,2023,0:03:36,1025,11,21,37700,81,Original Sound,video,,,,,,
tkvid_222,https:::www.tiktok.com:@thesugarcaneph:video:7247135026448485638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Leonora” live at The Cozy Cove. Full video at Nine Degrees North’s Youtube Channel.,21,6,2023,0:00:15,4074,71,41,39900,253,Leonora,video,,,,,,
tkvid_223,https:::www.tiktok.com:@thesugarcaneph:video:7247461114525617413?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Live at The Cozy Cove) Watch the full video at Nine Degrees North’s Youtube channel: https:::youtu.be:bgGNtj2ubcM,22,6,2023,0:00:57,50700,1893,309,392300,4601,Original Sound,video,,,,,,
tkvid_224,https:::www.tiktok.com:@thesugarcaneph:video:7247785198371228934?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Live at Wish 107.5),23,6,2023,0:00:29,25500,441,176,155800,1798,Leonora,video,,,,,,
tkvid_225,https:::www.tiktok.com:@thesugarcaneph:video:7250439768746626310?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Dream no more 💫 Congratulations to our drummer:songwriter 👏,30,6,2023,0:00:11,7826,35,90,57500,214,Original Sound,video,,,,,,
tkvid_226,https:::www.tiktok.com:@thesugarcaneph:video:7253722677481868550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Duet with us, G?",9,7,2023,0:00:36,17500,205,94,189400,1525,Original Sound,video,,,,,,
tkvid_227,https:::www.tiktok.com:@thesugarcaneph:video:7257481329447570693?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"How “Paalam, Leonora” was recorded 🎙️ Stream: sugarcane.lnk.to:leonora",19,7,2023,0:00:56,6148,130,40,55800,430,"Paalam, Leonora",video,,,,,,
tkvid_228,https:::www.tiktok.com:@thesugarcaneph:video:7257798119591546117?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,si idol Leonora pala to eh!,20,7,2023,0:00:06,8868,199,41,59600,427,Fart,video,,,,,,
tkvid_229,https:::www.tiktok.com:@thesugarcaneph:video:7258606914383121669?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Live at The Cozy Cove),22,7,2023,0:01:04,8089,482,54,119700,570,Original Sound,video,,,,,,
tkvid_230,https:::www.tiktok.com:@thesugarcaneph:video:7258981646278413574?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,paalam leonora drum cam?! most complicated part of our recording 🤣,23,7,2023,0:00:14,3875,21,16,47400,151,Original Sound,video,,,,,,
tkvid_231,https:::www.tiktok.com:@thesugarcaneph:video:7259344183142403334?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Live at The Cozy Cove) pt.2,24,7,2023,0:00:23,956,36,30,19900,59,Paruparo,video,,,,,,
tkvid_232,https:::www.tiktok.com:@thesugarcaneph:video:7269296411429129478?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Unplanned performance of Rona with @Cup of Joe’s “Ikaw Parin ang Pipiliin Ko” ✨,20,8,2023,0:00:40,2568,223,53,21400,138,Original Sound,video,,,,,,
tkvid_233,https:::www.tiktok.com:@thesugarcaneph:video:7276717526418033926?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ang pagbabalik ng SUGARCANE sa Tiktok... Pre-save link in bio,9,9,2023,0:00:31,6250,386,167,128400,386,Original Sound,video,,,,,,
tkvid_234,https:::www.tiktok.com:@thesugarcaneph:video:7277848272344059141?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Parang masarap mandamay sa sakit ng kantang 'to, release na kaya namin?",12,9,2023,0:00:29,2695,156,82,129100,140,Original Sound,video,,,,,,
tkvid_235,https:::www.tiktok.com:@thesugarcaneph:photo:7278586401359170822?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Few slots left, grab your tickets now! Click the link in our bio to purchase. Slots are available until the Goodle form is open.",14,9,2023,0:00:00,23400,2225,198,195000,1381,Estranghero,photo,,,,,,
tkvid_236,https:::www.tiktok.com:@thesugarcaneph:video:7281615227022593286?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"BTS kung paano nagawa ang ""Sinehan""",22,9,2023,0:02:14,68200,833,467,3300000,2353,Sinehan,video,,,,,,
tkvid_237,https:::www.tiktok.com:@thesugarcaneph:video:7282240306706271494?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Mamayang 7PM - Sinehan (Official Music Video) https:::youtu.be:BUxdzinLdLM,24,9,2023,0:00:14,3134,96,41,36600,109,Original Sound,video,,,,,,
tkvid_238,https:::www.tiktok.com:@thesugarcaneph:video:7282592326692703493?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,OUT NOW! - Sinehan (Official Music Video) Special thanks to our featured artist @Francine Diaz,25,9,2023,0:00:28,21200,312,119,342900,178,Sinehan,video,,,,,,
tkvid_239,https:::www.tiktok.com:@thesugarcaneph:video:7282739599456177413?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream niyo na plz 🦍 “Sinehan”, Out now on all platforms!",25,9,2023,0:00:09,3712,89,76,117800,192,Sinehan,video,,,,,,
tkvid_240,https:::www.tiktok.com:@thesugarcaneph:video:7283036858831867141?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"AI, kaya narin gumawa ng kanta ngayon? 🤖 “Sinehan”, Out Now on All Platforms!",26,9,2023,0:00:56,14500,185,68,199100,1469,Sinehan,video,,,,,,
tkvid_241,https:::www.tiktok.com:@thesugarcaneph:video:7283094039803514118?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,‘Di mo agad sinabi na si Ms. @Francine Diaz pala yan!,26,9,2023,0:00:34,9796,86,52,140100,235,Sinehan,video,,,,,,
tkvid_242,https:::www.tiktok.com:@thesugarcaneph:video:7283352495525596421?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Kasawa masaktan, gusto ko lang naman ng kasama sa sinehan",27,9,2023,0:00:42,1805,58,51,57900,115,Sinehan,video,,,,,,
tkvid_243,https:::www.tiktok.com:@thesugarcaneph:video:7283444960760712454?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,STREAM “SINEHEN” NOW! LINK IN BIO! ➡️ https:::sugarcane.lnk.to:sinehan,27,9,2023,0:00:29,3712,94,47,74000,235,Sinehan,video,,,,,,
tkvid_244,https:::www.tiktok.com:@thesugarcaneph:video:7284096529424551173?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Basta i-stream mo ang “Sinehan”, hindi kita pababayaan",29,9,2023,0:00:15,2586,62,72,53200,81,Sinehan,video,,,,,,
tkvid_245,https:::www.tiktok.com:@thesugarcaneph:video:7284203139434040582?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Punasan mo lang yung dumi sa muka ko eh?!? Credits kina @Joel & Kat,29,9,2023,0:00:29,10000,2665,225,151800,556,Sinehan,video,,,,,,
tkvid_246,https:::www.tiktok.com:@thesugarcaneph:video:7284491828345228550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Try not to cry challenge,30,9,2023,0:00:16,476,16,49,29500,30,Sinehan,video,,,,,,
tkvid_247,https:::www.tiktok.com:@thesugarcaneph:video:7284570308349070598?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Tulala ka nanaman?,30,9,2023,0:00:29,1288,35,43,27600,70,Sinehan,video,,,,,,
tkvid_248,https:::www.tiktok.com:@thesugarcaneph:video:7284951442396384517?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Twerking my way out sadness Stream “Sinehan” on Spotify!,1,10,2023,0:00:19,2572,99,88,23000,152,Sinehan,video,,,,,,post_type
tkvid_249,https:::www.tiktok.com:@thesugarcaneph:video:7285329260468768005?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,sagot!!,2,10,2023,0:00:22,2231,153,52,65900,170,Sinehan,Video,,,,,,
tkvid_250,https:::www.tiktok.com:@thesugarcaneph:video:7286420716784733445?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kaya mo na ba i-let go?,5,10,2023,0:01:11,5778,111,88,82500,327,Sinehan,Video,,,,,,
tkvid_251,https:::www.tiktok.com:@thesugarcaneph:video:7287898221001690374?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Who’s the imposter?,9,10,2023,0:01:13,44800,397,121,414300,2935,Sinehan,Video,,,,,,
tkvid_252,https:::www.tiktok.com:@thesugarcaneph:video:7288232983876619526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,oh diba…,10,10,2023,0:01:50,11600,133,106,100200,705,Original,Video,,,,,,
tkvid_253,https:::www.tiktok.com:@thesugarcaneph:video:7288636047653637382?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Magrelapse kayo kahit wala pang 10pm,11,10,2023,0:00:50,3343,148,90,50900,396,Sinehan,Video,,,,,,
tkvid_254,https:::www.tiktok.com:@thesugarcaneph:video:7289021212796243206?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Accurate representation of how I listen to Sinehan,12,10,2023,0:00:17,3042,45,87,61500,179,Sinehan,Video,,,,,,
tkvid_255,https:::www.tiktok.com:@thesugarcaneph:video:7289400934621334789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kwentong Sinehan with @Francine Diaz Watch the full video on our Youtube Channel,13,10,2023,0:01:29,6881,38,40,77000,300,Sinehan,Video,,,,,,
tkvid_256,https:::www.tiktok.com:@thesugarcaneph:video:7290134355740019973?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on keyboard. 🎹 Watch the official piano tutorial on our Youtube channel!,15,10,2023,0:00:27,1223,43,27,68300,133,Sinehan,Video,,,,,,
tkvid_257,https:::www.tiktok.com:@thesugarcaneph:video:7291272426367847698?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Sinehan (Vocals Only),18,10,2023,0:00:37,1780,36,60,20800,162,Sinehan,Video,,,,,,
tkvid_258,https:::www.tiktok.com:@thesugarcaneph:photo:7293467819805560070?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Cebu peeps! We can't wait to see you!! October 28,6PM, at the Ayala Malls Central Bloc - Activity Center!",24,10,2023,0:00:00,801,10,35,15800,28,Leonora,Photos,,,,,,
tkvid_259,https:::www.tiktok.com:@thesugarcaneph:photo:7293888034225917190?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"see u cebu?! kita-kits sa Ayala Malls, Central Bloc Cebu sa October 28, Saturday 6pm!",25,10,2023,0:00:00,970,3,15,13100,42,Sinehan,Photos,,,,,,
tkvid_260,https:::www.tiktok.com:@thesugarcaneph:video:7294189451545234694?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,pov: ikaw yung airbag,16,10,2023,0:00:17,2382,14,60,29100,122,Lihim,Video,,,,,,
tkvid_261,https:::www.tiktok.com:@thesugarcaneph:photo:7295343446372453638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"See you tomorrow sa Pasig, sa Ayala Malls (The 30th) Last stop na to guys tara na plz",29,10,2023,0:00:00,304,1,12,7341,12,Sinehan,Photos,,,,,,
tkvid_262,https:::www.tiktok.com:@thesugarcaneph:video:7299032962744536326?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Walang Kapalit (AM Ver.) [Cover] Big thanks to @Arthur Miguel for letting me use his original instrumental. It’s a real privilege! ❤️,8,11,2023,0:00:56,4629,66,53,96500,392,Walang Kapalit (AM VER),Video,,,,,,
tkvid_263,https:::www.tiktok.com:@thesugarcaneph:video:7299793486805585158?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Sinehan"" Live on Wish Bus",10,11,2023,0:00:42,2145,51,75,64100,145,Sinehan,Video,,,,,,
tkvid_264,https:::www.tiktok.com:@thesugarcaneph:video:7300142411810868485?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo - Live at 70s Bistro,11,11,2023,0:00:38,2549,57,48,81700,200,Paruparo,Video,,,,,,
tkvid_265,https:::www.tiktok.com:@thesugarcaneph:video:7300490474534472961?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on guitars,12,11,2023,0:00:25,1540,6,22,16900,256,Sinehan,Video,,,,,,
tkvid_266,https:::www.tiktok.com:@thesugarcaneph:video:7300897919715118342?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora - Sugarcane (Live Performance at G Music Fest 2023),13,11,2023,0:01:06,5556,53,90,79400,389,Leonora,Video,,,,,,
tkvid_267,https:::www.tiktok.com:@thesugarcaneph:video:7301294310971018497?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on bass,14,11,2023,0:00:59,404,6,12,7387,34,Sinehan,Video,,,,,,
tkvid_268,https:::www.tiktok.com:@thesugarcaneph:video:7301630277833559301?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream ""Sinehan"" 📽️",15,11,2023,0:00:35,1834,14,57,68600,148,Sinehan,Video,,,,,,
tkvid_269,https:::www.tiktok.com:@thesugarcaneph:video:7302039722447179013?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kung Maging Akin Ka - Sugarcane (Live Performance at Myx),16,11,2023,0:00:31,9220,210,151,120800,632,If You Be MineSinehan,Video,,,,,,
tkvid_270,https:::www.tiktok.com:@thesugarcaneph:video:7302385634306428165?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Sinehan"" Lyric video",17,11,2023,0:00:51,2383,37,22,68000,286,Sinehan,Video,,,,,,
tkvid_271,https:::www.tiktok.com:@thesugarcaneph:video:7304243288020733189?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Yiee bibili na yan ng Ticket! Tara naa, pre-order link on bio! 💫",22,11,2023,0:00:53,1156,11,25,63300,97,Original,Video,,,,,,
tkvid_272,https:::www.tiktok.com:@thesugarcaneph:video:7304595259462257925?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hirap naman makisabay sa uso 🥲,23,11,2023,0:00:29,893,7,16,14000,36,Original,Video,,,,,,
tkvid_273,https:::www.tiktok.com:@thesugarcaneph:video:7304991847351471365?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""SET YOU FREE"", OUT NOW! STREAM HERE: http:::wmp.lnk.to:setyoufree Check out our rendition of Side A's ""Set You Free"" available on all major streaming platforms! We'd love for you to give it a listen ♥",24,11,2023,0:01:07,1152,11,21,68000,61,Original,Video,,,,,,
tkvid_274,https:::www.tiktok.com:@thesugarcaneph:video:7305331414784888069?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pinapalaya na kita 🥲 Stream our rendition of “Set You Free”. Out now!,25,11,2023,0:01:02,8500,167,128,197400,1150,Set You Free - Sugarcane,Video,,,,,,
tkvid_275,https:::www.tiktok.com:@thesugarcaneph:video:7305750797285969157?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora Live :),26,11,2023,0:01:16,6579,31,53,95600,426,Original,Video,,,,,,
tkvid_276,https:::www.tiktok.com:@thesugarcaneph:video:7306467609640242438?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Feel ko dapat na nyang itigil,28,11,2023,0:00:36,4843,76,82,80200,319,Sinehan - Sugarcane,Video,,,,,,
tkvid_277,https:::www.tiktok.com:@thesugarcaneph:video:7306838214952668422?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,30 Picks with Sugarcane | Full video on YouTube ,29,11,2023,0:01:00,343,2,13,12900,27,Set You Free - Sugarcane,Video,,,,,,
tkvid_278,https:::www.tiktok.com:@thesugarcaneph:video:7307958132263783686?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pano ayusin to guys,2,12,2023,0:35,6390,48,50,95100,262,Sinehan,Video,,,,,,
tkvid_279,https:::www.tiktok.com:@thesugarcaneph:video:7308322321427647750?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,moymoy na sadboi,3,12,2023,0:00:27,2507,14,81,71800,166,Sinehan,Video,,,,,,
tkvid_280,https:::www.tiktok.com:@thesugarcaneph:video:7308693026824621318?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Us2 ko lang naman manood,4,12,2023,0:00:14,1681,4,71,66800,82,Sinehan,Video,,,,,,
tkvid_281,https:::www.tiktok.com:@thesugarcaneph:video:7309436197636443397?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Si idol pala to eh,6,12,2023,0:00:33,879,3,43,18400,43,Sinehan,Video,,,,,,
tkvid_282,https:::www.tiktok.com:@thesugarcaneph:video:7323163136847006982?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"“Leonora” has reached 50 Million Streams on Spotify! Grabe, we are more than grateful to everyone who supported us to reach this milestone! 🥹 sugarcane.lnk.to:leonora",12,1,2024,0:00:44,2259,19,45,21000,166,Leonora,Video,,,,,,
tkvid_283,https:::www.tiktok.com:@thesugarcaneph:video:7323428202456583429?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Suntok lang nang suntok dc: @jayjoseph.j2x,13,1,2024,0:00:15,3480,41,96,38100,175,We Made It,Video,,,,,,
tkvid_284,https:::www.tiktok.com:@thesugarcaneph:video:7326134303992171781?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Ni-remake namin ""Set You Free"" by Side A, check niyo 🦻🎧",20,1,2024,0:00:47,6194,64,125,123800,704,Set You Free,Video,,,,,,
tkvid_285,https:::www.tiktok.com:@thesugarcaneph:video:7329119849135967494?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora & Set You Free | Live at TV5 Gud Morning Kapatid ☀️,28,1,2024,0:01:04,5561,25,96,88900,293,Original,Video,,,,,,
tkvid_286,https:::www.tiktok.com:@thesugarcaneph:video:7341355704197860614?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,🚶‍♂️🍽️,1,3,2024,0:00:15,2229,15,41,85900,99,Original,Video,,,,,,
tkvid_287,https:::www.tiktok.com:@thesugarcaneph:video:7342095134613310725?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pre-save link in bio ✨,3,3,2024,0:00:21,4531,49,86,73800,267,Maria Clara,Video,,,,,,
tkvid_288,https:::www.tiktok.com:@thesugarcaneph:video:7343209660410793222?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"look at you go, leonora! 🫵🏼🥹 ""Maria Clara"", Out at Friday, 12am!!",6,3,2024,0:00:16,196300,537,860,953600,14200,Leonora,Video,,,,,,
tkvid_289,https:::www.tiktok.com:@thesugarcaneph:video:7343655486367239429?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""MARIA CLARA"" IS OUT NOW EVERYWHERE! Stream on Spotify! 🤝",8,3,2024,0:00:14,2607,33,49,136500,189,Maria Clara,Video,,,,,,
tkvid_290,https:::www.tiktok.com:@thesugarcaneph:video:7343822900102745350?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"STREAM ""MARIA CLARA"" ON SPOTIFY! ❤️ OUT NOW ON ALL MUSIC STREAMING PLATFORMS",8,3,2024,0:01:18,11500,122,184,117200,905,Maria Clara,Video,,,,,,
tkvid_291,https:::www.tiktok.com:@thesugarcaneph:video:7343947039425826053?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,WHAT IF REMAKE NYO NA TONG VIDEO WITH YOUR FRIENDS 🤩,8,3,2024,0:00:36,3707,67,82,86300,252,Maria Clara,Video,,,,,,
tkvid_292,https:::www.tiktok.com:@thesugarcaneph:video:7344320232489635078?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,sa bowl lang pala kita matatagpuan 🥹🫵🏻,9,3,2024,0:00:23,2102,31,83,68500,119,Maria Clara,Video,,,,,,
tkvid_293,https:::www.tiktok.com:@thesugarcaneph:video:7344695767422078214?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Bro… 🫵🏼🥹 STREAM ""MARIA CLARA"" ON SPOTIFY",10,3,2024,0:00:43,4028,16,58,82000,337,Maria Clara,Video,,,,,,
tkvid_294,https:::www.tiktok.com:@thesugarcaneph:video:7345061355507944710?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Sent to many eme,11,3,2024,0:00:47,5927,219,86,91500,523,Maria Clara,Video,,,,,,
tkvid_295,https:::www.tiktok.com:@thesugarcaneph:video:7345430751581621509?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Know more about the journey that led to the creation of ""Maria Clara."" 💃🏽",12,3,2024,0:04:20,3043,27,48,87200,181,Maria Clara,Video,,,,,,
tkvid_296,https:::www.tiktok.com:@thesugarcaneph:video:7345809981125528838?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Maraming salamat, Tiktok!",13,3,2024,0:00:24,2316,30,62,83100,132,Maria Clara,Video,,,,,,
tkvid_297,https:::www.tiktok.com:@thesugarcaneph:video:7346188463403797766?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Grabe ka talaga, idol!",14,3,2024,0:00:58,1621,32,59,13100,141,Maria Clara,Video,,,,,,
tkvid_298,https:::www.tiktok.com:@thesugarcaneph:video:7346544174570687749?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Breaking down the production of ""Maria Clara""",15,3,2024,0:01:26,612,9,23,9397,51,Maria Clara,Video,,,,,,
tkvid_299,https:::www.tiktok.com:@thesugarcaneph:video:7346912467013864709?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,MARIA CLARA CHOREO 💃🏽 WHAT IF I-REMAKE NYO NA? ✨,16,3,2024,0:00:40,1878,28,88,15800,150,Maria Clara,Video,,,,,,
