video_id,url,title,publish_time,publish_year,publish_month,publish_day,duration,dur_hours,dur_minutes,dur_seconds,duration_sec,likes,shares,comments_added,views,saves,sound_used,post_type
tkvid_293,https:::www.tiktok.com:@thesugarcaneph:video:7344695767422078214?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Bro…  STREAM ""MARIA CLARA"" ON SPOTIFY",2024-03-10 00:00:00+00:00,2024,3,10,0:00:43,0,0,43,43.0,4028,16,58,82000,337,Maria Clara,video
tkvid_292,https:::www.tiktok.com:@thesugarcaneph:video:7344320232489635078?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,sa bowl lang pala kita matatagpuan,2024-03-09 00:00:00+00:00,2024,3,9,0:00:23,0,0,23,23.0,2102,31,83,68500,119,Maria Clara,video
tkvid_289,https:::www.tiktok.com:@thesugarcaneph:video:7343655486367239429?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""MARIA CLARA"" IS OUT NOW EVERYWHERE! Stream on Spotify!",2024-03-08 00:00:00+00:00,2024,3,8,0:00:14,0,0,14,14.0,2607,33,49,136500,189,Maria Clara,video
tkvid_291,https:::www.tiktok.com:@thesugarcaneph:video:7343947039425826053?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,WHAT IF REMAKE NYO NA TONG VIDEO WITH YOUR FRIENDS,2024-03-08 00:00:00+00:00,2024,3,8,0:00:36,0,0,36,36.0,3707,67,82,86300,252,Maria Clara,video
tkvid_290,https:::www.tiktok.com:@thesugarcaneph:video:7343822900102745350?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"STREAM ""MARIA CLARA"" ON SPOTIFY!  OUT NOW ON ALL MUSIC STREAMING PLATFORMS",2024-03-08 00:00:00+00:00,2024,3,8,0:01:18,0,1,18,78.0,11500,122,184,117200,905,Maria Clara,video
tkvid_288,https:::www.tiktok.com:@thesugarcaneph:video:7343209660410793222?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"look at you go, leonora!  ""Maria Clara"", Out at Friday, 12am!!",2024-03-06 00:00:00+00:00,2024,3,6,0:00:16,0,0,16,16.0,196300,537,860,953600,14200,Leonora,video
tkvid_287,https:::www.tiktok.com:@thesugarcaneph:video:7342095134613310725?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pre-save link in bio,2024-03-03 00:00:00+00:00,2024,3,3,0:00:21,0,0,21,21.0,4531,49,86,73800,267,Maria Clara,video
tkvid_286,https:::www.tiktok.com:@thesugarcaneph:video:7341355704197860614?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,,2024-03-01 00:00:00+00:00,2024,3,1,0:00:15,0,0,15,15.0,2229,15,41,85900,99,Original,video
tkvid_285,https:::www.tiktok.com:@thesugarcaneph:video:7329119849135967494?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora & Set You Free | Live at TV5 Gud Morning Kapatid,2024-01-28 00:00:00+00:00,2024,1,28,0:01:04,0,1,4,64.0,5561,25,96,88900,293,Original,video
tkvid_284,https:::www.tiktok.com:@thesugarcaneph:video:7326134303992171781?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Ni-remake namin ""Set You Free"" by Side A, check niyo",2024-01-20 00:00:00+00:00,2024,1,20,0:00:47,0,0,47,47.0,6194,64,125,123800,704,Set You Free,video
tkvid_283,https:::www.tiktok.com:@thesugarcaneph:video:7323428202456583429?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Suntok lang nang suntok dc: @jayjoseph.j2x,2024-01-13 00:00:00+00:00,2024,1,13,0:00:15,0,0,15,15.0,3480,41,96,38100,175,We Made It,video
tkvid_282,https:::www.tiktok.com:@thesugarcaneph:video:7323163136847006982?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"“Leonora” has reached 50 Million Streams on Spotify! Grabe, we are more than grateful to everyone who supported us to reach this milestone!  sugarcane.lnk.to:leonora",2024-01-12 00:00:00+00:00,2024,1,12,0:00:44,0,0,44,44.0,2259,19,45,21000,166,Leonora,video
tkvid_281,https:::www.tiktok.com:@thesugarcaneph:video:7309436197636443397?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Si idol pala to eh,2023-12-06 00:00:00+00:00,2023,12,6,0:00:33,0,0,33,33.0,879,3,43,18400,43,Sinehan,video
tkvid_280,https:::www.tiktok.com:@thesugarcaneph:video:7308693026824621318?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Us2 ko lang naman manood,2023-12-04 00:00:00+00:00,2023,12,4,0:00:14,0,0,14,14.0,1681,4,71,66800,82,Sinehan,video
tkvid_279,https:::www.tiktok.com:@thesugarcaneph:video:7308322321427647750?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,moymoy na sadboi,2023-12-03 00:00:00+00:00,2023,12,3,0:00:27,0,0,27,27.0,2507,14,81,71800,166,Sinehan,video
tkvid_278,https:::www.tiktok.com:@thesugarcaneph:video:7307958132263783686?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pano ayusin to guys,2023-12-02 00:00:00+00:00,2023,12,2,0:35,0,0,35,35.0,6390,48,50,95100,262,Sinehan,video
tkvid_277,https:::www.tiktok.com:@thesugarcaneph:video:7306838214952668422?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,30 Picks with Sugarcane | Full video on YouTube,2023-11-29 00:00:00+00:00,2023,11,29,0:01:00,0,1,0,60.0,343,2,13,12900,27,Set You Free - Sugarcane,video
tkvid_276,https:::www.tiktok.com:@thesugarcaneph:video:7306467609640242438?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Feel ko dapat na nyang itigil,2023-11-28 00:00:00+00:00,2023,11,28,0:00:36,0,0,36,36.0,4843,76,82,80200,319,Sinehan - Sugarcane,video
tkvid_275,https:::www.tiktok.com:@thesugarcaneph:video:7305750797285969157?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora Live :),2023-11-26 00:00:00+00:00,2023,11,26,0:01:16,0,1,16,76.0,6579,31,53,95600,426,Original,video
tkvid_274,https:::www.tiktok.com:@thesugarcaneph:video:7305331414784888069?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Pinapalaya na kita  Stream our rendition of “Set You Free”. Out now!,2023-11-25 00:00:00+00:00,2023,11,25,0:01:02,0,1,2,62.0,8500,167,128,197400,1150,Set You Free - Sugarcane,video
tkvid_273,https:::www.tiktok.com:@thesugarcaneph:video:7304991847351471365?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""SET YOU FREE"", OUT NOW! STREAM HERE: http:::wmp.lnk.to:setyoufree Check out our rendition of Side A's ""Set You Free"" available on all major streaming platforms! We'd love for you to give it a listen",2023-11-24 00:00:00+00:00,2023,11,24,0:01:07,0,1,7,67.0,1152,11,21,68000,61,Original,video
tkvid_272,https:::www.tiktok.com:@thesugarcaneph:video:7304595259462257925?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Hirap naman makisabay sa uso,2023-11-23 00:00:00+00:00,2023,11,23,0:00:29,0,0,29,29.0,893,7,16,14000,36,Original,video
tkvid_271,https:::www.tiktok.com:@thesugarcaneph:video:7304243288020733189?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Yiee bibili na yan ng Ticket! Tara naa, pre-order link on bio!",2023-11-22 00:00:00+00:00,2023,11,22,0:00:53,0,0,53,53.0,1156,11,25,63300,97,Original,video
tkvid_270,https:::www.tiktok.com:@thesugarcaneph:video:7302385634306428165?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Sinehan"" Lyric video",2023-11-17 00:00:00+00:00,2023,11,17,0:00:51,0,0,51,51.0,2383,37,22,68000,286,Sinehan,video
tkvid_269,https:::www.tiktok.com:@thesugarcaneph:video:7302039722447179013?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kung Maging Akin Ka - Sugarcane (Live Performance at Myx),2023-11-16 00:00:00+00:00,2023,11,16,0:00:31,0,0,31,31.0,9220,210,151,120800,632,If You Be MineSinehan,video
tkvid_268,https:::www.tiktok.com:@thesugarcaneph:video:7301630277833559301?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream ""Sinehan""",2023-11-15 00:00:00+00:00,2023,11,15,0:00:35,0,0,35,35.0,1834,14,57,68600,148,Sinehan,video
tkvid_267,https:::www.tiktok.com:@thesugarcaneph:video:7301294310971018497?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on bass,2023-11-14 00:00:00+00:00,2023,11,14,0:00:59,0,0,59,59.0,404,6,12,7387,34,Sinehan,video
tkvid_266,https:::www.tiktok.com:@thesugarcaneph:video:7300897919715118342?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora - Sugarcane (Live Performance at G Music Fest 2023),2023-11-13 00:00:00+00:00,2023,11,13,0:01:06,0,1,6,66.0,5556,53,90,79400,389,Leonora,video
tkvid_265,https:::www.tiktok.com:@thesugarcaneph:video:7300490474534472961?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on guitars,2023-11-12 00:00:00+00:00,2023,11,12,0:00:25,0,0,25,25.0,1540,6,22,16900,256,Sinehan,video
tkvid_264,https:::www.tiktok.com:@thesugarcaneph:video:7300142411810868485?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo - Live at 70s Bistro,2023-11-11 00:00:00+00:00,2023,11,11,0:00:38,0,0,38,38.0,2549,57,48,81700,200,Paruparo,video
tkvid_263,https:::www.tiktok.com:@thesugarcaneph:video:7299793486805585158?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"""Sinehan"" Live on Wish Bus",2023-11-10 00:00:00+00:00,2023,11,10,0:00:42,0,0,42,42.0,2145,51,75,64100,145,Sinehan,video
tkvid_262,https:::www.tiktok.com:@thesugarcaneph:video:7299032962744536326?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Walang Kapalit (AM Ver.) [Cover] Big thanks to @Arthur Miguel for letting me use his original instrumental. It’s a real privilege!,2023-11-08 00:00:00+00:00,2023,11,8,0:00:56,0,0,56,56.0,4629,66,53,96500,392,Walang Kapalit (AM VER),video
tkvid_261,https:::www.tiktok.com:@thesugarcaneph:photo:7295343446372453638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"See you tomorrow sa Pasig, sa Ayala Malls (The 30th) Last stop na to guys tara na plz",2023-10-29 00:00:00+00:00,2023,10,29,0:00:00,0,0,0,0.0,304,1,12,7341,12,Sinehan,photo
tkvid_259,https:::www.tiktok.com:@thesugarcaneph:photo:7293888034225917190?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"see u cebu?! kita-kits sa Ayala Malls, Central Bloc Cebu sa October 28, Saturday 6pm!",2023-10-25 00:00:00+00:00,2023,10,25,0:00:00,0,0,0,0.0,970,3,15,13100,42,Sinehan,photo
tkvid_258,https:::www.tiktok.com:@thesugarcaneph:photo:7293467819805560070?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Cebu peeps! We can't wait to see you!! October 28,6PM, at the Ayala Malls Central Bloc - Activity Center!",2023-10-24 00:00:00+00:00,2023,10,24,0:00:00,0,0,0,0.0,801,10,35,15800,28,Leonora,photo
tkvid_257,https:::www.tiktok.com:@thesugarcaneph:video:7291272426367847698?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Sinehan (Vocals Only),2023-10-18 00:00:00+00:00,2023,10,18,0:00:37,0,0,37,37.0,1780,36,60,20800,162,Sinehan,video
tkvid_260,https:::www.tiktok.com:@thesugarcaneph:video:7294189451545234694?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,pov: ikaw yung airbag,2023-10-16 00:00:00+00:00,2023,10,16,0:00:17,0,0,17,17.0,2382,14,60,29100,122,Lihim,video
tkvid_256,https:::www.tiktok.com:@thesugarcaneph:video:7290134355740019973?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Learn how to play “Sinehan” on keyboard.  Watch the official piano tutorial on our Youtube channel!,2023-10-15 00:00:00+00:00,2023,10,15,0:00:27,0,0,27,27.0,1223,43,27,68300,133,Sinehan,video
tkvid_255,https:::www.tiktok.com:@thesugarcaneph:video:7289400934621334789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kwentong Sinehan with @Francine Diaz Watch the full video on our Youtube Channel,2023-10-13 00:00:00+00:00,2023,10,13,0:01:29,0,1,29,89.0,6881,38,40,77000,300,Sinehan,video
tkvid_254,https:::www.tiktok.com:@thesugarcaneph:video:7289021212796243206?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Accurate representation of how I listen to Sinehan,2023-10-12 00:00:00+00:00,2023,10,12,0:00:17,0,0,17,17.0,3042,45,87,61500,179,Sinehan,video
tkvid_253,https:::www.tiktok.com:@thesugarcaneph:video:7288636047653637382?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Magrelapse kayo kahit wala pang 10pm,2023-10-11 00:00:00+00:00,2023,10,11,0:00:50,0,0,50,50.0,3343,148,90,50900,396,Sinehan,video
tkvid_252,https:::www.tiktok.com:@thesugarcaneph:video:7288232983876619526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,oh diba…,2023-10-10 00:00:00+00:00,2023,10,10,0:01:50,0,1,50,110.0,11600,133,106,100200,705,Original,video
tkvid_251,https:::www.tiktok.com:@thesugarcaneph:video:7287898221001690374?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Who’s the imposter?,2023-10-09 00:00:00+00:00,2023,10,9,0:01:13,0,1,13,73.0,44800,397,121,414300,2935,Sinehan,video
tkvid_250,https:::www.tiktok.com:@thesugarcaneph:video:7286420716784733445?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Kaya mo na ba i-let go?,2023-10-05 00:00:00+00:00,2023,10,5,0:01:11,0,1,11,71.0,5778,111,88,82500,327,Sinehan,video
tkvid_249,https:::www.tiktok.com:@thesugarcaneph:video:7285329260468768005?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,sagot!!,2023-10-02 00:00:00+00:00,2023,10,2,0:00:22,0,0,22,22.0,2231,153,52,65900,170,Sinehan,video
tkvid_248,https:::www.tiktok.com:@thesugarcaneph:video:7284951442396384517?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Twerking my way out sadness Stream “Sinehan” on Spotify!,2023-10-01 00:00:00+00:00,2023,10,1,0:00:19,0,0,19,19.0,2572,99,88,23000,152,Sinehan,video
tkvid_246,https:::www.tiktok.com:@thesugarcaneph:video:7284491828345228550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Try not to cry challenge,2023-09-30 00:00:00+00:00,2023,9,30,0:00:16,0,0,16,16.0,476,16,49,29500,30,Sinehan,video
tkvid_247,https:::www.tiktok.com:@thesugarcaneph:video:7284570308349070598?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Tulala ka nanaman?,2023-09-30 00:00:00+00:00,2023,9,30,0:00:29,0,0,29,29.0,1288,35,43,27600,70,Sinehan,video
tkvid_245,https:::www.tiktok.com:@thesugarcaneph:video:7284203139434040582?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Punasan mo lang yung dumi sa muka ko eh?!? Credits kina @Joel & Kat,2023-09-29 00:00:00+00:00,2023,9,29,0:00:29,0,0,29,29.0,10000,2665,225,151800,556,Sinehan,video
tkvid_244,https:::www.tiktok.com:@thesugarcaneph:video:7284096529424551173?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Basta i-stream mo ang “Sinehan”, hindi kita pababayaan",2023-09-29 00:00:00+00:00,2023,9,29,0:00:15,0,0,15,15.0,2586,62,72,53200,81,Sinehan,video
tkvid_243,https:::www.tiktok.com:@thesugarcaneph:video:7283444960760712454?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,STREAM “SINEHEN” NOW! LINK IN BIO!  https:::sugarcane.lnk.to:sinehan,2023-09-27 00:00:00+00:00,2023,9,27,0:00:29,0,0,29,29.0,3712,94,47,74000,235,Sinehan,video
tkvid_242,https:::www.tiktok.com:@thesugarcaneph:video:7283352495525596421?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Kasawa masaktan, gusto ko lang naman ng kasama sa sinehan",2023-09-27 00:00:00+00:00,2023,9,27,0:00:42,0,0,42,42.0,1805,58,51,57900,115,Sinehan,video
tkvid_241,https:::www.tiktok.com:@thesugarcaneph:video:7283094039803514118?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,‘Di mo agad sinabi na si Ms. @Francine Diaz pala yan!,2023-09-26 00:00:00+00:00,2023,9,26,0:00:34,0,0,34,34.0,9796,86,52,140100,235,Sinehan,video
tkvid_240,https:::www.tiktok.com:@thesugarcaneph:video:7283036858831867141?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"AI, kaya narin gumawa ng kanta ngayon?  “Sinehan”, Out Now on All Platforms!",2023-09-26 00:00:00+00:00,2023,9,26,0:00:56,0,0,56,56.0,14500,185,68,199100,1469,Sinehan,video
tkvid_239,https:::www.tiktok.com:@thesugarcaneph:video:7282739599456177413?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Stream niyo na plz  “Sinehan”, Out now on all platforms!",2023-09-25 00:00:00+00:00,2023,9,25,0:00:09,0,0,9,9.0,3712,89,76,117800,192,Sinehan,video
tkvid_238,https:::www.tiktok.com:@thesugarcaneph:video:7282592326692703493?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,OUT NOW! - Sinehan (Official Music Video) Special thanks to our featured artist @Francine Diaz,2023-09-25 00:00:00+00:00,2023,9,25,0:00:28,0,0,28,28.0,21200,312,119,342900,178,Sinehan,video
tkvid_237,https:::www.tiktok.com:@thesugarcaneph:video:7282240306706271494?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Mamayang 7PM - Sinehan (Official Music Video) https:::youtu.be:BUxdzinLdLM,2023-09-24 00:00:00+00:00,2023,9,24,0:00:14,0,0,14,14.0,3134,96,41,36600,109,Original Sound,video
tkvid_236,https:::www.tiktok.com:@thesugarcaneph:video:7281615227022593286?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"BTS kung paano nagawa ang ""Sinehan""",2023-09-22 00:00:00+00:00,2023,9,22,0:02:14,0,2,14,134.0,68200,833,467,3300000,2353,Sinehan,video
tkvid_235,https:::www.tiktok.com:@thesugarcaneph:photo:7278586401359170822?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Few slots left, grab your tickets now! Click the link in our bio to purchase. Slots are available until the Goodle form is open.",2023-09-14 00:00:00+00:00,2023,9,14,0:00:00,0,0,0,0.0,23400,2225,198,195000,1381,Estranghero,photo
tkvid_234,https:::www.tiktok.com:@thesugarcaneph:video:7277848272344059141?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Parang masarap mandamay sa sakit ng kantang 'to, release na kaya namin?",2023-09-12 00:00:00+00:00,2023,9,12,0:00:29,0,0,29,29.0,2695,156,82,129100,140,Original Sound,video
tkvid_233,https:::www.tiktok.com:@thesugarcaneph:video:7276717526418033926?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Ang pagbabalik ng SUGARCANE sa Tiktok... Pre-save link in bio,2023-09-09 00:00:00+00:00,2023,9,9,0:00:31,0,0,31,31.0,6250,386,167,128400,386,Original Sound,video
tkvid_232,https:::www.tiktok.com:@thesugarcaneph:video:7269296411429129478?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Unplanned performance of Rona with @Cup of Joe’s “Ikaw Parin ang Pipiliin Ko”,2023-08-20 00:00:00+00:00,2023,8,20,0:00:40,0,0,40,40.0,2568,223,53,21400,138,Original Sound,video
tkvid_231,https:::www.tiktok.com:@thesugarcaneph:video:7259344183142403334?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Live at The Cozy Cove) pt.2,2023-07-24 00:00:00+00:00,2023,7,24,0:00:23,0,0,23,23.0,956,36,30,19900,59,Paruparo,video
tkvid_230,https:::www.tiktok.com:@thesugarcaneph:video:7258981646278413574?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,paalam leonora drum cam?! most complicated part of our recording,2023-07-23 00:00:00+00:00,2023,7,23,0:00:14,0,0,14,14.0,3875,21,16,47400,151,Original Sound,video
tkvid_229,https:::www.tiktok.com:@thesugarcaneph:video:7258606914383121669?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Live at The Cozy Cove),2023-07-22 00:00:00+00:00,2023,7,22,0:01:04,0,1,4,64.0,8089,482,54,119700,570,Original Sound,video
tkvid_228,https:::www.tiktok.com:@thesugarcaneph:video:7257798119591546117?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,si idol Leonora pala to eh!,2023-07-20 00:00:00+00:00,2023,7,20,0:00:06,0,0,6,6.0,8868,199,41,59600,427,Fart,video
tkvid_227,https:::www.tiktok.com:@thesugarcaneph:video:7257481329447570693?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"How “Paalam, Leonora” was recorded  Stream: sugarcane.lnk.to:leonora",2023-07-19 00:00:00+00:00,2023,7,19,0:00:56,0,0,56,56.0,6148,130,40,55800,430,"Paalam, Leonora",video
tkvid_226,https:::www.tiktok.com:@thesugarcaneph:video:7253722677481868550?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Duet with us, G?",2023-07-09 00:00:00+00:00,2023,7,9,0:00:36,0,0,36,36.0,17500,205,94,189400,1525,Original Sound,video
tkvid_225,https:::www.tiktok.com:@thesugarcaneph:video:7250439768746626310?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Dream no more  Congratulations to our drummer:songwriter,2023-06-30 00:00:00+00:00,2023,6,30,0:00:11,0,0,11,11.0,7826,35,90,57500,214,Original Sound,video
tkvid_224,https:::www.tiktok.com:@thesugarcaneph:video:7247785198371228934?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Live at Wish 107.5),2023-06-23 00:00:00+00:00,2023,6,23,0:00:29,0,0,29,29.0,25500,441,176,155800,1798,Leonora,video
tkvid_223,https:::www.tiktok.com:@thesugarcaneph:video:7247461114525617413?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Live at The Cozy Cove) Watch the full video at Nine Degrees North’s Youtube channel: https:::youtu.be:bgGNtj2ubcM,2023-06-22 00:00:00+00:00,2023,6,22,0:00:57,0,0,57,57.0,50700,1893,309,392300,4601,Original Sound,video
tkvid_222,https:::www.tiktok.com:@thesugarcaneph:video:7247135026448485638?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Leonora” live at The Cozy Cove. Full video at Nine Degrees North’s Youtube Channel.,2023-06-21 00:00:00+00:00,2023,6,21,0:00:15,0,0,15,15.0,4074,71,41,39900,253,Leonora,video
tkvid_221,https:::www.tiktok.com:@thesugarcaneph:video:7243758755471510789?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo (Winners - Singing Challenge),2023-06-12 00:00:00+00:00,2023,6,12,0:03:36,0,3,36,216.0,1025,11,21,37700,81,Original Sound,video
tkvid_220,https:::www.tiktok.com:@thesugarcaneph:video:7243395956320832774?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Live at Samsung Hall, SM Aura | We Play Here! by Warner Music Philippines. Watch on Youtube",2023-06-11 00:00:00+00:00,2023,6,11,0:00:34,0,0,34,34.0,291700,10100,583,1400000,34800,Original Sound,video
tkvid_219,https:::www.tiktok.com:@thesugarcaneph:video:7243309728611306758?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"wish ü were here  di bale! madami pang susunod na gigs, sama ka ha?",2023-06-11 00:00:00+00:00,2023,6,11,0:00:22,0,0,22,22.0,2007,33,37,33700,62,Original Sound,video
tkvid_218,https:::www.tiktok.com:@thesugarcaneph:video:7243022696836058374?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Salamat! grabe na kayo,2023-06-10 00:00:00+00:00,2023,6,10,0:00:46,0,0,46,46.0,3953,9,133,40300,193,Leonora,video
tkvid_217,https:::www.tiktok.com:@thesugarcaneph:video:7242981498289163526?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Leonora | Live at “We Play Here!” by Warner Music Philippines | Samsung Hall, SM Aura Watch the full performance on Youtube!",2023-06-10 00:00:00+00:00,2023,6,10,0:00:22,0,0,22,22.0,28300,561,164,178900,2438,Original Sound,video
tkvid_216,https:::www.tiktok.com:@thesugarcaneph:video:7242527918197361926?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora | Live at K-Lite 103.5,2023-06-09 00:00:00+00:00,2023,6,9,00:03/51,0,0,0,,27700,867,136,164200,2379,Leonora,video
tkvid_215,https:::www.tiktok.com:@thesugarcaneph:video:7238194211940470021?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Back when “Leonora” was just a random voice message,2023-05-28 00:00:00+00:00,2023,5,28,0:01:09,0,1,9,69.0,6912,160,60,75200,564,Original Sound,video
tkvid_214,https:::www.tiktok.com:@thesugarcaneph:video:7237790926817496326?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Paruparo Challenge - SUGARCANE Edition,2023-05-27 00:00:00+00:00,2023,5,27,0:02:24,0,2,24,144.0,1896,59,28,56000,189,Original Sound,video
tkvid_213,https:::www.tiktok.com:@thesugarcaneph:video:7237355936099159302?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,“Paruparo” live on Wish Bus! 1st ever wishclusive guesting of SUGARCANE. Watch on Wish 107.5’s Youtube channel,2023-05-26 00:00:00+00:00,2023,5,26,0:00:57,0,0,57,57.0,4422,64,72,43700,259,Paruparo,video
tkvid_212,https:::www.tiktok.com:@thesugarcaneph:video:7235903135724653830?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,gusto mo rin ba mapanood “leonora” nang live? tara sa gigs!,2023-05-22 00:00:00+00:00,2023,5,22,0:00:44,0,0,44,44.0,4306,45,68,43200,235,Leonora,video
tkvid_211,https:::www.tiktok.com:@thesugarcaneph:video:7235208021385825542?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Keyboard Playthrough),2023-05-20 00:00:00+00:00,2023,5,20,0:00:28,0,0,28,28.0,2666,64,63,44500,233,Leonora,video
tkvid_210,https:::www.tiktok.com:@thesugarcaneph:video:7234830618180242694?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Wala na kaming maisip pang dahilan para di ka pumunta sa Mercato Centrale ngayong darating na May 21!!,2023-05-19 00:00:00+00:00,2023,5,19,0:00:44,0,0,44,44.0,1090,4,23,20600,36,Original Sound,video
tkvid_209,https:::www.tiktok.com:@thesugarcaneph:video:7234729670242061574?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,Leonora (Winners - Singing Challenge),2023-05-19 00:00:00+00:00,2023,5,19,0:02:02,0,2,2,122.0,238000,3564,956,1900000,27000,Original Sound,video
tkvid_207,https:::www.tiktok.com:@thesugarcaneph:video:7234468139298213125?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Sa pagbitaw minsan makikita ang tunay na ginhawa. Paalam, Leonora — Stream on Spotify",2023-05-18 00:00:00+00:00,2023,5,18,0:00:41,0,0,41,41.0,3856,66,43,36200,303,"Paalam, Leonora",video
tkvid_208,https:::www.tiktok.com:@thesugarcaneph:video:7234491732308528389?is_from_webapp=1&sender_device=pc&web_id=7555517756851799559,"Excited kami! Sana kayo din! Kita kita tayo sa darating na linggo! Sharing the stage with Jikamarie and Rangel! Sama nyo na lahat! Kaibigan, kapamilya, jowa, pati ex mo (kung trip mo). See you there!",2023-05-18 00:00:00+00:00,2023,5,18,0:01:00,0,1,0,60.0,1259,12,17,22600,80,Original Sound,video
